Symbol,Security Name,Exchange,Yahoo Symbol
CNTY,"Century Casinos, Inc. - Common Stock",NASDAQ,CNTY
CNVS,Cineverse Corp. - Class A Common Stock,NASDAQ,CNVS
CNX,CNX Resources Corporation Common Stock,N,CNX
CNXC,Concentrix Corporation - Common Stock,NASDAQ,CNXC
CNXN,"PC Connection, Inc. - Common Stock",NASDAQ,CNXN
COAG,"Hemab Therapeutics Holdings, Inc. - Common Stock",NASDAQ,COAG
COCH,"Envoy Medical, Inc. - Class A Common Stock",NASDAQ,COCH
COCHW,"Envoy Medical, Inc. - Warrant",NASDAQ,COCHW
COCO,"The Vita Coco Company, Inc. - Common Stock",NASDAQ,COCO
COCP,"Cocrystal Pharma, Inc. - Common Stock",NASDAQ,COCP
CODA,"Coda Octopus Group, Inc. - Common stock",NASDAQ,CODA
CODI,D/B/A Compass Diversified Holdings Shares of Beneficial Interest,N,CODI
CODX,"Co-Diagnostics, Inc. - Common Stock",NASDAQ,CODX
COE,"51Talk Online Education Group American depositary shares, each representing 60 Class A ordinary shares",A,COE
COF,Capital One Financial Corporation Common Stock,N,COF
COFS,"ChoiceOne Financial Services, Inc. - Common Stock",NASDAQ,COFS
COGT,"Cogent Biosciences, Inc. - Common Stock",NASDAQ,COGT
COHN,Cohen & Company Inc.,A,COHN
COHR,Coherent Corp. Common Stock,N,COHR
COHU,"Cohu, Inc. - Common Stock",NASDAQ,COHU
COIN,"Coinbase Global, Inc. - Class A Common Stock",NASDAQ,COIN
COKE,"Coca-Cola Consolidated, Inc. - Common Stock",NASDAQ,COKE
COLA,Columbus Acquisition Corp - Ordinary Shares,NASDAQ,COLA
COLAR,Columbus Acquisition Corp - Rights,NASDAQ,COLAR
COLAU,Columbus Acquisition Corp - Unit,NASDAQ,COLAU
COLB,"Columbia Banking System, Inc. - Common Stock",NASDAQ,COLB
COLD,"Americold Realty Trust, Inc. Common Stock",N,COLD
COLL,"Collegium Pharmaceutical, Inc. - Common Stock",NASDAQ,COLL
COLM,Columbia Sportswear Company - Common Stock,NASDAQ,COLM
COMP,"Compass, Inc. Class A Common Stock",N,COMP
CON,"Concentra Group Holdings Parent, Inc. Common Stock",N,CON
COO,"The Cooper Companies, Inc.  - Common Stock",NASDAQ,COO
COOK,"Traeger, Inc. Common Stock",N,COOK
COOT,Australian Oilseeds Holdings Limited - Ordinary Shares,NASDAQ,COOT
COOTW,Australian Oilseeds Holdings Limited - Warrant,NASDAQ,COOTW
COP,ConocoPhillips Common Stock,N,COP
COPL,Copley Acquisition Corp Ordinary Shares,N,COPL
COPL.U,"Copley Acquisition Corp Units, each consisting of one ordinary share and one-half warrant",N,COPL-U
COPL.W,"Copley Acquisition Corp Redeemable warrants, each whole warrant exercisable for one Class A ordinary share at an exercise price of $11.50",N,COPL-W
COR,"Cencora, Inc. Common Stock",N,COR
CORT,Corcept Therapeutics Incorporated - Common Stock,NASDAQ,CORT
CORZ,"Core Scientific, Inc. - Common Stock",NASDAQ,CORZ
CORZW,"Core Scientific, Inc. - Tranche 1 Warrants",NASDAQ,CORZW
CORZZ,"Core Scientific, Inc. - Tranche 2 Warrants",NASDAQ,CORZZ
COSM,Cosmos Health Inc. - Common Stock,NASDAQ,COSM
COSO,"CoastalSouth Bancshares, Inc. Common Stock",N,COSO
COST,Costco Wholesale Corporation - Common Stock,NASDAQ,COST
COTY,Coty Inc. Class A Common Stock,N,COTY
COUR,"Coursera, Inc. Common Stock",N,COUR
COYA,"Coya Therapeutics, Inc. - Common Stock",NASDAQ,COYA
CP,Canadian Pacific Kansas City Limited Common Shares,N,CP
CPA,"Copa Holdings, S.A. Class A Common Stock",N,CPA
CPAC,Cementos Pacasmayo S.A.A. American Depositary Shares (Each representing five Common Shares),N,CPAC
CPAY,"Corpay, Inc. Common Stock",N,CPAY
CPB,The Campbell's Company - Common Stock,NASDAQ,CPB
CPBI,"Central Plains Bancshares, Inc. - Common Stock",NASDAQ,CPBI
CPF,Central Pacific Financial Corp New,N,CPF
CPHC,Canterbury Park Holding Corporation - Common Stock,NASDAQ,CPHC
CPHI,"China Pharma Holdings, Inc. Common Stock",A,CPHI
CPIX,Cumberland Pharmaceuticals Inc. - Common Stock,NASDAQ,CPIX
CPK,Chesapeake Utilities Corporation Common Stock,N,CPK
CPNG,"Coupang, Inc. Class A Common Stock",N,CPNG
CPOP,"Pop Culture Group Co., Ltd - Class A Ordinary Shares",NASDAQ,CPOP
CPRI,Capri Holdings Limited Ordinary Shares,N,CPRI
CPRT,"Copart, Inc. - Common Stock",NASDAQ,CPRT
CPRX,"Catalyst Pharmaceuticals, Inc. - Common Stock",NASDAQ,CPRX
CPS,Cooper-Standard Holdings Inc. Common Stock,N,CPS
CPSH,CPS Technologies Corp. - Common Stock,NASDAQ,CPSH
CPSS,"Consumer Portfolio Services, Inc. - Common Stock",NASDAQ,CPSS
CPT,Camden Property Trust Common Stock,N,CPT
CPZ,Calamos Long/Short Equity & Dynamic Income Trust - Closed End Fund,NASDAQ,CPZ
CQP,"Cheniere Energy Partners, LP Common Units",N,CQP
CR,Crane Company Common Stock,N,CR
CRAC,Crown Reserve Acquisition Corp. I - Class A Ordinary Shares,NASDAQ,CRAC
CRACR,Crown Reserve Acquisition Corp. I - Rights,NASDAQ,CRACR
CRACU,Crown Reserve Acquisition Corp. I - Unit,NASDAQ,CRACU
CRACW,Crown Reserve Acquisition Corp. I - Warrant,NASDAQ,CRACW
CRAI,"CRA International,Inc. - Common Stock",NASDAQ,CRAI
CRAN,Crane Harbor Acquisition Corp. II - Class A Ordinary Shares,NASDAQ,CRAN
CRANR,Crane Harbor Acquisition Corp. II - Rights,NASDAQ,CRANR
CRANU,Crane Harbor Acquisition Corp. II - Units,NASDAQ,CRANU
CRAQ,Cal Redwood Acquisition Corp. - Class A Ordinary Shares,NASDAQ,CRAQ
CRAQR,Cal Redwood Acquisition Corp. - Right,NASDAQ,CRAQR
CRAQU,Cal Redwood Acquisition Corp. - Units,NASDAQ,CRAQU
CRBD,Corebridge Financial Inc. 6.375% Junior Subordinated Notes due 2064,N,CRBD
CRBG,Corebridge Financial Inc. Common Stock,N,CRBG
CRBP,"Corbus Pharmaceuticals Holdings, Inc. - Common Stock",NASDAQ,CRBP
CRBU,"Caribou Biosciences, Inc. - Common Stock",NASDAQ,CRBU
CRC,California Resources Corporation Common Stock,N,CRC
CRCL,"Circle Internet Group, Inc. Class A Common Stock",N,CRCL
CRCT,"Cricut, Inc. - Class A common stock",NASDAQ,CRCT
CRD.A,Crawford & Company Common Stock,N,CRD-A
CRD.B,Crawford & Company Common Stock,N,CRD-B
CRDF,"Cardiff Oncology, Inc. - Common Stock",NASDAQ,CRDF
CRDL,Cardiol Therapeutics Inc. - Class A Common Shares,NASDAQ,CRDL
CRDO,Credo Technology Group Holding Ltd - Ordinary Shares,NASDAQ,CRDO
CRE,Cre8 Enterprise Limited - Class A Ordinary Shares,NASDAQ,CRE
CREG,Smart Powerr Corp. - Common Stock,NASDAQ,CREG
CRESY,"Cresud S.A.C.I.F. y A. - American Depositary Shares, each representing ten shares of Common Stock",NASDAQ,CRESY
CREX,"Creative Realities, Inc. - Common Stock",NASDAQ,CREX
CRF,"Cornerstone Total Return Fund, Inc. (The) Common Stock",A,CRF
CRGO,Freightos Limited - Ordinary shares,NASDAQ,CRGO
CRGOW,Freightos Limited - Warrants,NASDAQ,CRGOW
CRGY,Crescent Energy Company Class A Common Stock,N,CRGY
CRH,CRH PLC Ordinary Shares,N,CRH
CRI,"Carter's, Inc. Common Stock",N,CRI
CRIS,"Curis, Inc. - Common Stock",NASDAQ,CRIS
CRK,"Comstock Resources, Inc. Common Stock",N,CRK
CRL,"Charles River Laboratories International, Inc. Common Stock",N,CRL
CRM,"Salesforce, Inc. Common Stock",N,CRM
CRMD,CorMedix Inc. - Common Stock,NASDAQ,CRMD
CRML,Critical Metals Corp. - Ordinary Shares,NASDAQ,CRML
CRMLW,Critical Metals Corp. - Warrants,NASDAQ,CRMLW
CRMT,"America's Car-Mart, Inc. - Common Stock",NASDAQ,CRMT
CRNC,Cerence Inc. - Common Stock,NASDAQ,CRNC
CRNT,Ceragon Networks Ltd. - Ordinary Shares,NASDAQ,CRNT
CRNX,"Crinetics Pharmaceuticals, Inc. - Common Stock",NASDAQ,CRNX
CRON,Cronos Group Inc. - Common Share,NASDAQ,CRON
CROX,"Crocs, Inc. - Common Stock",NASDAQ,CROX
CRS,Carpenter Technology Corporation Common Stock,N,CRS
CRSP,CRISPR Therapeutics AG - Common Shares,NASDAQ,CRSP
CRSR,"Corsair Gaming, Inc. - Common Stock",NASDAQ,CRSR
CRT,Cross Timbers Royalty Trust Common Stock,N,CRT
CRTO,Criteo S.A. - American Depositary Shares,NASDAQ,CRTO
CRUS,"Cirrus Logic, Inc. - Common Stock",NASDAQ,CRUS
CRVL,CorVel Corp. - Common Stock,NASDAQ,CRVL
CRVO,CervoMed Inc. - Common Stock,NASDAQ,CRVO
CRVS,"Corvus Pharmaceuticals, Inc. - Common Stock",NASDAQ,CRVS
CRWD,"CrowdStrike Holdings, Inc. - Class A Common Stock",NASDAQ,CRWD
CRWS,"Crown Crafts, Inc. - Common Stock",NASDAQ,CRWS
CRWV,"CoreWeave, Inc. - Class A Common Stock",NASDAQ,CRWV
CSAI,"Cloudastructure, Inc. - Class A Common Stock",NASDAQ,CSAI
CSAN,Cosan S.A. ADS,N,CSAN
CSBR,"Champions Oncology, Inc. - Common Stock",NASDAQ,CSBR
CSCO,"Cisco Systems, Inc. - Common Stock",NASDAQ,CSCO
CSGP,"CoStar Group, Inc. - Common Stock",NASDAQ,CSGP
CSGS,"CSG Systems International, Inc. - Common Stock",NASDAQ,CSGS
CSHR,CoinShares PLC - Ordinary Shares,NASDAQ,CSHR
CSHRW,CoinShares PLC - Warrants,NASDAQ,CSHRW
CSIQ,Canadian Solar Inc. - Common Shares,NASDAQ,CSIQ
CSL,Carlisle Companies Incorporated Common Stock,N,CSL
CSPI,CSP Inc. - Common Stock,NASDAQ,CSPI
CSQ,Calamos Strategic Total Return Fund - Closed End Fund,NASDAQ,CSQ
CSR,D/B/A Centerspace Common Stock,N,CSR
CSTE,Caesarstone Ltd. - Ordinary Shares,NASDAQ,CSTE
CSTL,"Castle Biosciences, Inc. - Common stock",NASDAQ,CSTL
CSTM,Constellium SE Ordinary Shares (France),N,CSTM
CSV,"Carriage Services, Inc. Common Stock",N,CSV
CSW,"CSW Industrials, Inc. Common Stock",N,CSW
CSWC,Capital Southwest Corporation - Common Stock,NASDAQ,CSWC
CSX,CSX Corporation - Common Stock,NASDAQ,CSX
CTAA,ClearThink 1 Acquisition Corp. - Class A Ordinary Shares,NASDAQ,CTAA
CTAAR,ClearThink 1 Acquisition Corp. - Rights,NASDAQ,CTAAR
CTAAU,ClearThink 1 Acquisition Corp. - Units,NASDAQ,CTAAU
CTAS,Cintas Corporation - Common Stock,NASDAQ,CTAS
CTBB,Qwest Corporation 6.5% Notes due 2056,N,CTBB
CTBI,"Community Trust Bancorp, Inc. - Common Stock",NASDAQ,CTBI
CTDD,Qwest Corporation 6.75% Notes due 2057,N,CTDD
CTEV,Claritev Corporation Class A Common Stock,N,CTEV
CTGO,Contango Silver & Gold Inc. Common Stock,A,CTGO
CTKB,"Cytek Biosciences, Inc. - Common Stock",NASDAQ,CTKB
CTLP,"Cantaloupe, Inc. - Common Stock",NASDAQ,CTLP
CTM,"Castellum, Inc. Common Stock",A,CTM
CTMX,"CytomX Therapeutics, Inc. - Common Stock",NASDAQ,CTMX
CTNM,"Contineum Therapeutics, Inc. - Common stock",NASDAQ,CTNM
CTNT,Cheetah Net Supply Chain Service Inc. - Class A Common Stock,NASDAQ,CTNT
CTO,"CTO Realty Growth, Inc. Common Stock",N,CTO
CTOR,"Citius Oncology, Inc.  - Common Stock",NASDAQ,CTOR
CTOS,"Custom Truck One Source, Inc. Common Stock",N,CTOS
CTRA,Coterra Energy Inc. Common Stock,N,CTRA
CTRE,"CareTrust REIT, Inc. Common Stock",N,CTRE
CTRI,"Centuri Holdings, Inc. Common Stock",N,CTRI
CTRM,Castor Maritime Inc. - Common Shares,NASDAQ,CTRM
CTRN,"Citi Trends, Inc. - Common Stock",NASDAQ,CTRN
CTS,CTS Corporation Common Stock,N,CTS
CTSH,Cognizant Technology Solutions Corporation - Class A Common Stock,NASDAQ,CTSH
CTSO,Cytosorbents Corporation - Common Stock,NASDAQ,CTSO
CTVA,"Corteva, Inc. Common Stock ",N,CTVA
CTW,CTW Cayman - Class A Ordinary Shares,NASDAQ,CTW
CTXR,"Citius Pharmaceuticals, Inc. - Common Stock",NASDAQ,CTXR
CUB,Lionheart Holdings - Class A Ordinary Shares,NASDAQ,CUB
CUBB,"Customers Bancorp, Inc 5.375% Subordinated Notes Due 2034",N,CUBB
CUBE,CubeSmart Common Shares,N,CUBE
CUBI,"Customers Bancorp, Inc Common Stock",N,CUBI
CUBWU,Lionheart Holdings - Unit,NASDAQ,CUBWU
CUBWW,Lionheart Holdings - Warrant,NASDAQ,CUBWW
CUE,"Cue Biopharma, Inc. - Common Stock",NASDAQ,CUE
CUK,Carnival Plc ADS ADS,N,CUK
CULP,"Culp, Inc. - Common Shares",NASDAQ,CULP
CUPR,Cuprina Holdings (Cayman) Limited - Ordinary shares,NASDAQ,CUPR
CURB,Curbline Properties Corp. Common Stock,N,CURB
CURI,CuriosityStream Inc.  - Class A Common Stock,NASDAQ,CURI
CURR,Currenc Group Inc. - Ordinary Shares,NASDAQ,CURR
CURV,Torrid Holdings Inc. Common Stock,N,CURV
CURX,Curanex Pharmaceuticals Inc - Common Stock,NASDAQ,CURX
CUZ,Cousins Properties Incorporated Common Stock,N,CUZ
CV,"CapsoVision, Inc. - Common Stock",NASDAQ,CV
CVBF,CVB Financial Corporation - Common Stock,NASDAQ,CVBF
CVCO,"Cavco Industries, Inc. - Common Stock",NASDAQ,CVCO
CVE,Cenovus Energy Inc Common Stock,N,CVE
CVEO,Civeo Corporation (Canada) Common Shares,N,CVEO
CVGI,"Commercial Vehicle Group, Inc. - Common Stock",NASDAQ,CVGI
CVGW,"Calavo Growers, Inc. - Common Stock",NASDAQ,CVGW
CVI,CVR Energy Inc. Common Stock,N,CVI
CVKD,"Cadrenal Therapeutics, Inc. - Common Stock",NASDAQ,CVKD
CVLG,"Covenant Logistics Group, Inc. Class A Common Stock",N,CVLG
CVLT,"Commvault Systems, Inc. - Common Stock",NASDAQ,CVLT
CVM,Cel-Sci Corporation Common Stock,A,CVM
CVNA,Carvana Co. Class A Common Stock,N,CVNA
CVR,Chicago Rivet & Machine Co. Common Stock,A,CVR
CVRX,"CVRx, Inc. - Common Stock",NASDAQ,CVRX
CVS,CVS Health Corporation Common Stock,N,CVS
CVSA,Covista Inc. Common Shares,N,CVSA
CVU,"CPI Aerostructures, Inc. Common Stock",A,CVU
CVV,CVD Equipment Corporation - Common Stock,NASDAQ,CVV
CVX,Chevron Corporation Common Stock,N,CVX
CW,Curtiss-Wright Corporation Common Stock,N,CW
CWAN,"Clearwater Analytics Holdings, Inc. Class A Common Stock",N,CWAN
CWBC,Community West Bancshares - Common Stock,NASDAQ,CWBC
CWCO,Consolidated Water Co. Ltd. - Ordinary Shares,NASDAQ,CWCO
CWD,CaliberCos Inc. - Class A Common Stock,NASDAQ,CWD
CWEN,"Clearway Energy, Inc. Class C Common Stock",N,CWEN
CWH,"Camping World Holdings, Inc. Class A Common Stock",N,CWH
CWK,Cushman & Wakefield Ltd. Common Shares,N,CWK
CWST,"Casella Waste Systems, Inc. - Class A Common Stock",NASDAQ,CWST
CWT,California Water Service Group Common Stock,N,CWT
CX,"Cemex, S.A.B. de C.V. Sponsored ADR",N,CX
CXAI,CXApp Inc. - Class A Common Stock,NASDAQ,CXAI
CXAIW,CXApp Inc. - Warrant,NASDAQ,CXAIW
CXDO,"Crexendo, Inc. - Common Stock",NASDAQ,CXDO
CXE,MFS High Income Municipal Trust Common Stock,N,CXE
CXH,MFS Investment Grade Municipal Trust Common Stock,N,CXH
CXIIU,Churchill Capital Corp XII - Units,NASDAQ,CXIIU
CXM,"Sprinklr, Inc. Class A Common Stock",N,CXM
CXT,"Crane NXT, Co. Common Stock",N,CXT
CXW,"CoreCivic, Inc. Common Stock",N,CXW
CYAB,"Cyabra, Inc. - Common Stock",NASDAQ,CYAB
CYCN,"Cyclerion Therapeutics, Inc. - Common Stock",NASDAQ,CYCN
CYCU,"Cycurion, Inc. - Common Stock",NASDAQ,CYCU
CYCUW,"Cycurion, Inc. - Warrants",NASDAQ,CYCUW
CYD,China Yuchai International Limited Common Stock,N,CYD
CYH,"Community Health Systems, Inc. Common Stock",N,CYH
CYN,Cyngn Inc. - Common stock,NASDAQ,CYN
CYPH,Cypherpunk Technologies Inc. - Common Stock,NASDAQ,CYPH
CYRX,"CryoPort, Inc. - Common Stock",NASDAQ,CYRX
CYTK,"Cytokinetics, Incorporated - Common Stock",NASDAQ,CYTK
CZFS,"Citizens Financial Services, Inc. - Common Stock",NASDAQ,CZFS
CZNC,Citizens & Northern Corp - Common Stock,NASDAQ,CZNC
CZR,"Caesars Entertainment, Inc. - Common Stock",NASDAQ,CZR
CZWI,"Citizens Community Bancorp, Inc. - Common Stock",NASDAQ,CZWI
D,"Dominion Energy, Inc. Common Stock",N,D
DAAQ,Digital Asset Acquisition Corp. - Class A Ordinary shares,NASDAQ,DAAQ
DAAQU,Digital Asset Acquisition Corp. - Units,NASDAQ,DAAQU
DAAQW,Digital Asset Acquisition Corp. - Warrant,NASDAQ,DAAQW
DAC,Danaos Corporation Common Stock,N,DAC
DAIC,"CID HoldCo, Inc. - Common Stock",NASDAQ,DAIC
DAICW,"CID HoldCo, Inc. - Warrants",NASDAQ,DAICW
DAIO,Data I/O Corporation - Common Stock,NASDAQ,DAIO
DAKT,"Daktronics, Inc. - Common Stock",NASDAQ,DAKT
DAL,"Delta Air Lines, Inc. Common Stock",N,DAL
DAN,Dana Incorporated Common Stock ,N,DAN
DAO,"Youdao, Inc. American Depositary Shares, each representing one Class A Ordinary Share",N,DAO
DAR,Darling Ingredients Inc. Common Stock,N,DAR
DARE,"Dare Bioscience, Inc. - Common Stock",NASDAQ,DARE
DASH,"DoorDash, Inc. - Common Stock",NASDAQ,DASH
DAVA,Endava plc American Depositary Shares (each representing one Class A Ordinary Share),N,DAVA
DAVE,Dave Inc.  - Class A Common Stock,NASDAQ,DAVE
DAVEW,Dave Inc.  - Warrants,NASDAQ,DAVEW
DB,Deutsche Bank AG Common Stock,N,DB
DBCA,D. Boral Acquisition I Corp. - Class A Ordinary Shares,NASDAQ,DBCA
DBCAU,D. Boral Acquisition I Corp. - Unit,NASDAQ,DBCAU
DBCAW,D. Boral Acquisition I Corp. - Warrants,NASDAQ,DBCAW
DBD,Diebold Nixdorf Incorporated Common stock,N,DBD
DBGI,"Digital Brands Group, Inc. - Common Stock",NASDAQ,DBGI
DBI,Designer Brands Inc. Class A Common Stock,N,DBI
DBL,DoubleLine Opportunistic Credit Fund Common Shares of Beneficial Interest,N,DBL
DBRG,"DigitalBridge Group, Inc.",N,DBRG
DBVT,DBV Technologies S.A. - American Depositary Shares,NASDAQ,DBVT
DBX,"Dropbox, Inc. - Class A Common Stock",NASDAQ,DBX
DC,Dakota Gold Corp. Common Stock,A,DC
DCBG,"Dime Community Bancshares, Inc. 9.000% Fixed-to-Floating Rate Subordinated Notes due 2034",N,DCBG
DCBO,Docebo Inc. - Common Shares,NASDAQ,DCBO
DCGO,DocGo Inc. - Common Stock,NASDAQ,DCGO
DCH,Dauch Corporation Common Stock,N,DCH
DCI,"Donaldson Company, Inc. Common Stock",N,DCI
DCO,Ducommun Incorporated Common Stock,N,DCO
DCOM,"Dime Community Bancshares, Inc. Common Stock",N,DCOM
DCOY,Decoy Therapeutics Inc. - Common Stock,NASDAQ,DCOY
DCTH,"Delcath Systems, Inc. - Common Stock",NASDAQ,DCTH
DCX,Digital Currency X Technology Inc. - Class A Ordinary Shares,NASDAQ,DCX
DD,"DuPont de Nemours, Inc. Common Stock",N,DD
DDC,DDC Enterprise Limited Class A Ordinary Shares,A,DDC
DDD,3D Systems Corporation Common Stock,N,DDD
DDI,"DoubleDown Interactive Co., Ltd. - American Depository Shares",NASDAQ,DDI
DDL,Dingdong (Cayman) Limited American Depositary Shares (each two representing three Ordinary Shares),N,DDL
DDOG,"Datadog, Inc. - Class A Common Stock",NASDAQ,DDOG
DDS,"Dillard's, Inc. Common Stock",N,DDS
DDT,Dillard's Capital Trust I,N,DDT
DE,Deere & Company Common Stock,N,DE
DEA,"Easterly Government Properties, Inc. Common Stock",N,DEA
DEC,Diversified Energy Company Common Stock,N,DEC
DECK,Deckers Outdoor Corporation Common Stock,N,DECK
DEFT,"Defi Technologies, Inc. - Common Stock",NASDAQ,DEFT
DEI,"Douglas Emmett, Inc. Common Stock",N,DEI
DELL,Dell Technologies Inc. Class C Common Stock ,N,DELL
DEO,Diageo plc Common Stock,N,DEO
DERM,Journey Medical Corporation - Common Stock,NASDAQ,DERM
DETX,"Liberty Defense Holdings, Ltd. - Common Shares",NASDAQ,DETX
DEVS,DevvStream Corp. - Common Stock,NASDAQ,DEVS
DFDV,DeFi Development Corp. - Common Stock,NASDAQ,DFDV
DFDVW,DeFi Development Corp. - Warrant,NASDAQ,DFDVW
DFH,"Dream Finders Homes, Inc. Class A Common Stock",N,DFH
DFIN,"Donnelley Financial Solutions, Inc. Common Stock ",N,DFIN
DFLI,Dragonfly Energy Holdings Corp - Common Stock,NASDAQ,DFLI
DFLIW,Dragonfly Energy Holdings Corp - Warrant,NASDAQ,DFLIW
DFNS,T3 Defense Inc. - Common Stock,NASDAQ,DFNS
DFNSW,T3 Defense Inc. - Warrants,NASDAQ,DFNSW
DFP,Flaherty & Crumrine Dynamic Preferred and Income Fund Inc. Common Stock,N,DFP
DFSC,"DEFSEC Technologies Inc. - common stock, no R/S concurrent with offering",NASDAQ,DFSC
DFSCW,DEFSEC Technologies Inc. - warrant,NASDAQ,DFSCW
DFTX,"Definium Therapeutics, Inc.  - Common Shares",NASDAQ,DFTX
DG,Dollar General Corporation Common Stock,N,DG
DGICA,"Donegal Group, Inc. - Class A Common Stock",NASDAQ,DGICA
DGICB,"Donegal Group, Inc. - Class B Common Stock",NASDAQ,DGICB
DGII,Digi International Inc. - Common Stock,NASDAQ,DGII
DGNX,Diginex Limited - Ordinary Shares,NASDAQ,DGNX
DGP,"DB Gold Double Long ETN due February 15, 2038",P,DGP
DGX,Quest Diagnostics Incorporated Common Stock,N,DGX
DGXX,Digi Power X Inc. - Common Subordinate Voting Shares,NASDAQ,DGXX
DGZ,"DB Gold Short ETN due February 15, 2038",P,DGZ
DH,Definitive Healthcare Corp. - Class A Common Stock,NASDAQ,DH
DHC,Diversified Healthcare Trust  - Common Shares of Beneficial Interest,NASDAQ,DHC
DHCNI,Diversified Healthcare Trust  - 5.625% Senior Notes due 2042,NASDAQ,DHCNI
DHCNL,Diversified Healthcare Trust  - 6.25% Senior Notes Due 2046,NASDAQ,DHCNL
DHF,BNY Mellon High Yield Strategies Fund Common Stock,N,DHF
DHI,"D.R. Horton, Inc. Common Stock",N,DHI
DHR,Danaher Corporation Common Stock,N,DHR
DHT,"DHT Holdings, Inc.",N,DHT
DHX,"DHI Group, Inc. Common Stock",N,DHX
DHY,Credit Suisse High Yield Credit Fund Common Stock,A,DHY
DHY.R,"Credit Suisse High Yield Credit Fund Rights (expiring May 14, 2026) Rights",A,DHY-R
DIBS,"1stdibs.com, Inc. - Common Stock",NASDAQ,DIBS
DIN,"Dine Brands Global, Inc. Common Stock",N,DIN
DINO,HF Sinclair Corporation Common Stock,N,DINO
DIOD,Diodes Incorporated - Common Stock,NASDAQ,DIOD
DIS,Walt Disney Company (The) Common Stock,N,DIS
DIT,AMCON Distributing Company Common Stock,A,DIT
DJCO,Daily Journal Corp. (S.C.) - Common Stock,NASDAQ,DJCO
DJP,iPath Bloomberg Commodity Index Total Return ETN,P,DJP
DJT,Trump Media & Technology Group Corp. - Common Stock,NASDAQ,DJT
DJTWW,Trump Media & Technology Group Corp. - Warrants,NASDAQ,DJTWW
DK,"Delek US Holdings, Inc. Common Stock",N,DK
DKI,DarkIris Inc. - Class A Ordinary Shares,NASDAQ,DKI
DKL,"Delek Logistics Partners, L.P. Common Units representing Limited Partner Interests",N,DKL
DKNG,DraftKings Inc. - Class A Common Stock,NASDAQ,DKNG
DKS,Dick's Sporting Goods Inc Common Stock,N,DKS
DLB,Dolby Laboratories Common Stock,N,DLB
DLHC,DLH Holdings Corp. - Common Stock,NASDAQ,DLHC
DLNG,Dynagas LNG Partners LP Common Units,N,DLNG
DLO,DLocal Limited - Class A Common Shares,NASDAQ,DLO
DLPN,"Dolphin Entertainment, Inc. - Common Stock",NASDAQ,DLPN
DLR,"Digital Realty Trust, Inc. Common Stock",N,DLR
DLTH,Duluth Holdings Inc. - Class B Common Stock,NASDAQ,DLTH
DLTR,"Dollar Tree, Inc. - Common Stock",NASDAQ,DLTR
DLX,Deluxe Corporation Common Stock,N,DLX
DLXY,Delixy Holdings Limited - Class A Ordinary Shares,NASDAQ,DLXY
DLY,DoubleLine Yield Opportunities Fund Common Shares of Beneficial Interest,N,DLY
DMA,Destra Multi-Alternative Fund Common Stock,N,DMA
DMAA,Drugs Made In America Acquisition Corp. - Ordinary Shares,NASDAQ,DMAA
